PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,HitType,PlayResult,OutsOnPlay,RunsScored,Test,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,ErrorCheck,SECCheck,GameID,PitchUID,EffectiveVelo,MaxHeight,MeasuredDuration,SpeedDrop,PitchLastMeasuredX,PitchLastMeasuredY,PitchLastMeasuredZ,ContactPositionX,ContactPositionY,ContactPositionZ,GameUID,UTCDate,UTCTime,LocalDateTime,UTCDateTime,AutoHitType,System,HomeTeamForeignID,AwayTeamForeignID,GameForeignID,Catcher,CatcherId,CatcherThrows,CatcherTeam,PlayID,PitchTrajectoryXc0,PitchTrajectoryXc1,PitchTrajectoryXc2,PitchTrajectoryYc0,PitchTrajectoryYc1,PitchTrajectoryYc2,PitchTrajectoryZc0,PitchTrajectoryZc1,PitchTrajectoryZc2,HitSpinAxis,HitTrajectoryXc0,HitTrajectoryXc1,HitTrajectoryXc2,HitTrajectoryXc3,HitTrajectoryXc4,HitTrajectoryXc5,HitTrajectoryXc6,HitTrajectoryXc7,HitTrajectoryXc8,HitTrajectoryYc0,HitTrajectoryYc1,HitTrajectoryYc2,HitTrajectoryYc3,HitTrajectoryYc4,HitTrajectoryYc5,HitTrajectoryYc6,HitTrajectoryYc7,HitTrajectoryYc8,HitTrajectoryZc0,HitTrajectoryZc1,HitTrajectoryZc2,HitTrajectoryZc3,HitTrajectoryZc4,HitTrajectoryZc5,HitTrajectoryZc6,HitTrajectoryZc7,HitTrajectoryZc8,ThrowSpeed,PopTime,ExchangeTime,TimeToBase,CatchPositionX,CatchPositionY,CatchPositionZ,ThrowPositionX,ThrowPositionY,ThrowPositionZ,BasePositionX,BasePositionY,BasePositionZ,ThrowTrajectoryXc0,ThrowTrajectoryXc1,ThrowTrajectoryXc2,ThrowTrajectoryYc0,ThrowTrajectoryYc1,ThrowTrajectoryYc2,ThrowTrajectoryZc0,ThrowTrajectoryZc1,ThrowTrajectoryZc2,PitchReleaseConfidence,PitchLocationConfidence,PitchMovementConfidence,HitLaunchConfidence,HitLandingConfidence,CatcherThrowCatchConfidence,CatcherThrowReleaseConfidence,CatcherThrowLocationConfidence,DitchPitchNumber
60,2024-09-29,13:29:30,3,4,"Morris, Mason",1000110608,Right,OLE_REB,"Sirmans, Tate",10125172,Right,OLE_REB,Undefined,2,Bottom,2,2,1,Sinker,Sinker,StrikeCalled,Undefined,Undefined,Undefined,0,0,0,91.85352,-1.795104,-3.659297,2068.195436,256.715042,2:30:00,6.10959,1.70647,6.27634,-28.01088,4.84158,15.92544,2.1167,-0.34414,83.84043,-7.016242,-0.783462,0.41253,,,,,,,,,,,,-9.29886,3.37866,-1.44303,50,5.96326,7.85189,-133.19905,-5.12392,-16.63402,29.76104,-26.13024,OLE_REB,OLE_PRA,OleMiss,TeamExclusive,Team,20240929-OleMiss-Private-2,c37686d0-7e90-11ef-a769-275f5e1cf003,91.36905,,,8.01309,,,,,,,caca66d2-c5b2-4d39-9c4d-3a26f0b66395,2024-09-29 0:00:00,18:29:30,2024-09-29T13:29:30.1602558-05:00,2024-09-29T18:29:30.1602558Z,,v3,5322,,,"Fawley, Austin",1000140327,Right,OLE_PRA,616673ed-3936-432c-abb8-250fed36b8a6,54.22419,-134.13955,14.88052,6.11214,-4.29816,-13.06512,-1.69948,8.37755,-8.31701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,
184,2024-09-29,14:35:53,2,2,"Ketchum, Cole",1000090848,Right,OLE_REB,"Moseley, Brett",1000196685,Left,OLE_REB,Undefined,7,Top,1,0,1,Cutter,Slider,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,0,85.24077,-1.124629,-0.690791,2329.448574,162.080302,11:30:00,6.04767,1.28116,5.10465,-34.4936,5.63571,-1.35984,2.11331,0.51691,77.22483,-7.433473,-0.931646,0.455934,,,,,,,,,,,,0.46016,3.54748,-1.21488,50,5.91485,1.54887,-123.50374,-3.70453,0.70061,27.85802,-26.77267,OLE_REB,OLE_PRA,OleMiss,TeamExclusive,Team,20240929-OleMiss-Private-2,0997ee70-7e9a-11ef-a769-275f5e1cf003,82.67076,,,8.01593,,,,,,,caca66d2-c5b2-4d39-9c4d-3a26f0b66395,2024-09-29 0:00:00,19:35:53,2024-09-29T14:35:53.3356286-05:00,2024-09-29T19:35:53.3356286Z,,v3,5322,,,"Smithwick, Campbell",805802,Right,OLE_REB,f7390358-d756-4cd0-ac90-f89543d389af,55.39459,-124.71463,13.92901,6.05058,-2.54082,-13.38633,-1.28154,1.51842,0.35031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,
301,2024-10-11,17:30:24,3,7,"Townsend, Cade",1000134889,Right,OLE_REB,"Fawley, Austin",1000140327,Right,OLE_REB,Undefined,9,Bottom,1,3,2,Cutter,Slider,StrikeSwinging,Strikeout,Undefined,Undefined,0,0,0,87.88845,-0.962136,-2.469492,2813.288702,108.584167,9:30:00,5.7555,2.00784,5.64437,-32.93502,3.24225,-6.6587,2.11248,-0.8521,81.52324,-6.978334,-3.658095,0.432902,,,,,,,,,,,,2.78925,2.17681,-1.79366,50,5.65248,5.7837,-127.68976,-3.33149,4.65143,23.81591,-28.54391,OLE_REB,OLE_PRA,OleMiss,TeamExclusive,Team,20241011-OleMiss-Private-1,6818c700-8820-11ef-9eb8-c7d0411636b0,87.06928,,,6.36521,,,,,,,0c1b26bf-763f-48ee-93f9-c54061d6fad6,2024-10-11 0:00:00,22:30:24,2024-10-11T17:30:24.0100000-05:00,2024-10-11T22:30:24.0100000Z,,v3,5322,,,"Smithwick, Campbell",805802,Right,OLE_PRA,81ce5648-ffb5-40ac-9757-c2b0119b9720,54.8582,-128.59269,11.90795,5.75828,-2.24931,-14.27196,-2.00959,5.60735,2.32572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.09159,3.065626,1.971046,1.09458,0.57503,2.00849,0.90605,-0.56841,5.89109,-0.67202,75.43585,6.18154,-49.35901,-0.49161,74.49629,-4.65755,5.9681,15.50858,-13.95826,-0.78281,-50.24541,5.3183,High,High,High,,,High,High,High,
259,2024-10-04,16:36:22,5,5,"Robertson, Jon Paul",10071271,Right,OLE_REB,"Surowiec, Ethan",1000098035,Right,OLE_REB,Undefined,8,Bottom,1,2,2,Fastball,Four-Seam,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,0,91.40424,-2.373701,-3.220118,2464.285217,198.50386,12:30:00,5.77912,2.24619,6.04925,-17.57698,15.63217,4.89032,2.11215,-0.3305,83.95003,-5.690921,-2.341871,0.414763,92.29508,43.528419,62.945205,5464.666324,,,,,105.22688,,,-3.38429,9.00752,-1.99796,50,5.58447,7.25554,-132.58653,-6.03908,-6.05002,27.218,-16.07151,OLE_REB,OLE_PRA,OleMiss,TeamExclusive,Team,20241004-OleMiss-Private-3,b2ac2240-8298-11ef-a769-275f5e1cf003,90.87695,88.49309,,7.45421,,,,0.4965,2.14144,0.32001,ffaa2003-b49c-4626-a0b7-548634c24fab,2024-10-04 0:00:00,21:36:22,2024-10-04T16:36:21.9677382-05:00,2024-10-04T21:36:21.9677382Z,,v3,5322,,,"Reuter, Collin",801469,Right,OLE_PRA,d61c64cc-6e96-4828-b356-663ec46954b9,54.45176,-133.49728,13.609,5.77754,-5.5013,-8.03575,-2.24413,7.45798,-3.02501,,0.49649,44.64173,-21.42172,5.999,-0.80152,-0.78877,0.82094,-0.3575,0.06204,2.14144,93.22818,-24.36014,2.68368,-0.56883,0.23454,-0.14081,0.05609,-0.00952,0.32001,87.40439,-11.02072,1.0024,-0.16702,0.30324,-0.28354,0.12357,-0.02157,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,Low,,,,
231,2024-10-04,16:23:11,2,1,"Tookoian, Sam",702494,Right,OLE_REB,"Moseley, Brett",1000196685,Left,OLE_REB,Undefined,8,Top,1,0,0,Slider,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,0,86.00175,-0.999236,-3.370553,2856.83088,88.990182,9:00:00,6.16153,2.46283,5.42698,-37.34683,1.03209,-5.60213,2.11167,-1.16462,79.44592,-7.781166,-4.365331,0.44588,,,,,,,,,,,,1.93599,1.11417,-2.15951,50,6.04664,7.58263,-124.73253,-3.55151,3.06254,24.12449,-30.41154,OLE_REB,OLE_PRA,OleMiss,TeamExclusive,Team,20241004-OleMiss-Private-3,db6f1450-8296-11ef-a769-275f5e1cf003,84.53497,,,6.55583,,,,,,,ffaa2003-b49c-4626-a0b7-548634c24fab,2024-10-04 0:00:00,21:23:11,2024-10-04T16:23:11.3520326-05:00,2024-10-04T21:23:11.3520326Z,,v3,5322,,,"Smithwick, Campbell",805802,Right,OLE_REB,1da735be-b5d5-44f3-840d-914c376dbc1c,55.07505,-125.71026,12.06225,6.1656,-2.31897,-15.20577,-2.46431,7.45851,1.53127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,
286,2024-10-12,16:51:04,2,2,"Galle, Patrick",1000090130,Right,OLE_REB,"Paino, Owen",1000091610,Left,OLE_REB,Undefined,9,Bottom,1,1,0,Cutter,Cutter,StrikeSwinging,Undefined,Undefined,Undefined,0,0,0,89.87951,-1.855079,-2.072705,2294.377566,162.097653,11:30:00,5.64477,1.39026,6.15195,-21.85257,12.26871,-3.63292,2.10796,-0.82844,82.72584,-5.946801,-2.72747,0.420421,,,,,,,,,,,,1.33961,7.1641,-1.23072,50,5.49225,4.87067,-130.56889,-4.91421,2.32188,26.45363,-19.75669,OLE_REB,OLE_PRA,OleMiss,TeamExclusive,Team,20241012-OleMiss-Private-2,13f10ba0-88e4-11ef-b396-cff24b165299,89.6541,,,7.15366,,,,,,,d8227ef7-9cdf-4983-8308-957416eb4637,2024-10-12 0:00:00,21:51:04,2024-10-12T16:51:03.6509486-05:00,2024-10-12T21:51:03.6509486Z,,v3,5322,,,"Smithwick, Campbell",805802,Right,OLE_PRA,c4dbd053-c419-4ffb-bf2e-f8bf76765359,54.34934,-131.44712,13.22681,5.6445,-4.25831,-9.87834,-1.39114,4.79359,1.16094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,
251,2024-10-12,16:27:19,5,3,"Ketchum, Cole",1000090848,Right,OLE_REB,"Fawley, Austin",1000140327,Right,OLE_REB,Undefined,8,Top,1,1,1,Fastball,Sinker,BallCalled,Undefined,Undefined,Undefined,0,0,0,86.86264,-1.932175,-0.859435,2013.025693,229.234511,1:45:00,5.965,1.32323,5.28748,-24.50411,13.79174,14.43434,2.10768,1.71898,78.76583,-6.481896,1.704082,0.445397,,,,,,,,,,,,-7.45252,7.89087,-1.25575,50,5.77142,1.23746,-125.85705,-5.09286,-11.82797,28.0486,-19.65033,OLE_REB,OLE_PRA,OleMiss,TeamExclusive,Team,20241012-OleMiss-Private-2,c2ccfac0-88e0-11ef-b396-cff24b165299,84.62659,,,8.09681,,,,,,,d8227ef7-9cdf-4983-8308-957416eb4637,2024-10-12 0:00:00,21:27:19,2024-10-12T16:27:19.0299438-05:00,2024-10-12T21:27:19.0299438Z,,v3,5322,,,"Federico, Hayden",10095498,Right,OLE_REB,692e0621-2044-4dc9-9d6c-7ea2e6b5ca17,55.21024,-127.0129,14.0243,5.9646,-4.28309,-9.82516,-1.31679,1.72488,-5.91399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,
16,2024-10-07,16:39:40,4,3,"Hancock, Owen",10123181,Right,OLE_REB,"Utermark, Judd",1000175519,Right,OLE_REB,Undefined,1,Top,2,2,0,Cutter,Slider,StrikeSwinging,Undefined,Undefined,Undefined,0,0,0,87.02622,-1.363919,-0.350556,2546.068528,108.380998,9:30:00,6.07436,0.89305,5.81407,-32.47962,5.23756,-11.52883,2.09923,-0.39365,78.41521,-7.391552,-2.419674,0.442019,,,,,,,,,,,,5.73898,3.56118,-0.85757,50,5.94371,1.2632,-126.14325,-4.11719,9.05143,30.72093,-26.55743,OLE_REB,OLE_PRA,OleMiss,TeamExclusive,Team,20241007-OleMiss-Private-1,a8854e50-84f4-11ef-879b-db44870e558b,85.27332,,,8.61101,,,,,,,c8ac4622-671b-4d86-a192-1e1c0708e689,2024-10-07 0:00:00,21:39:40,2024-10-07T16:39:39.9040000-05:00,2024-10-07T21:39:39.9040000Z,,v3,5322,,,"Smithwick, Campbell",805802,Right,OLE_REB,f7975e15-23ad-4dd1-a9a9-14ae0ce73683,54.68168,-127.27832,15.36047,6.07771,-3.13595,-13.27871,-0.89807,0.92877,4.52572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,
277,2024-10-11,17:18:53,6,2,"McCaughey, Stone",1000096949,Right,OLE_REB,"Surowiec, Ethan",1000098035,Right,OLE_REB,Undefined,9,Top,0,0,1,Slider,Slider,StrikeCalled,Undefined,Undefined,Undefined,0,0,0,82.73449,0.298783,-1.165413,2405.24646,62.80557,8:00:00,5.47455,1.65601,5.65339,-43.85557,-2.43917,-7.38859,2.09865,-0.0468,75.5872,-7.735104,-2.487115,0.463188,,,,,,,,,,,,3.38705,-0.88673,-1.55255,50,5.47225,2.74511,-120.09886,-0.9057,4.91113,24.83268,-33.45977,OLE_REB,OLE_PRA,OleMiss,TeamExclusive,Team,20241011-OleMiss-Private-1,cc8af570-881e-11ef-9eb8-c7d0411636b0,81.37607,,,7.14729,,,,,,,0c1b26bf-763f-48ee-93f9-c54061d6fad6,2024-10-11 0:00:00,22:18:53,2024-10-11T17:18:53.3949734-05:00,2024-10-11T22:18:53.3949734Z,,v3,5322,,,"Reuter, Collin",801469,Right,OLE_REB,cf94b95a-a8ee-4616-8b42-bc55764ecbfa,54.84679,-121.09687,12.41634,5.48163,0.43904,-16.72989,-1.65891,2.54773,2.45556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,
314,2024-10-11,17:38:00,3,4,"McCaughey, Stone",1000096949,Right,OLE_REB,"Sanford, Mitchell",689407,Left,OLE_REB,Undefined,10,Top,2,1,2,Slider,Curveball,BallCalled,Undefined,Undefined,Undefined,0,0,0,80.26506,0.841247,0.378884,2454.220729,53.159338,7:45:00,5.4897,1.74824,5.5795,-50.13617,-6.5378,-10.41855,2.09745,1.2339,74.21972,-8.283772,-1.483862,0.475233,,,,,,,,,,,,5.36481,-3.11417,-1.77394,50,5.5292,-0.36018,-116.69515,-0.02488,7.4323,20.99898,-36.48837,OLE_REB,OLE_PRA,OleMiss,TeamExclusive,Team,20241011-OleMiss-Private-1,77e57740-8821-11ef-9eb8-c7d0411636b0,79.31364,,,6.04534,,,,,,,0c1b26bf-763f-48ee-93f9-c54061d6fad6,2024-10-11 0:00:00,22:38:00,2024-10-11T17:38:00.0152870-05:00,2024-10-11T22:38:00.0152870Z,,v3,5322,,,"Reuter, Collin",801469,Right,OLE_REB,eec25431-59b5-4f7f-92bd-06c10b14f1e4,54.92383,-117.57784,10.49949,5.49801,1.50891,-18.24418,-1.75223,-0.6726,3.71615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,
215,2024-09-28,20:26:50,3,3,"Jones, Brayden",1000119593,Right,OLE_REB,"Moerman, Ryan",802466,Right,OLE_REB,Undefined,8,Top,1,1,1,Fastball,Four-Seam,InPlay,Undefined,GroundBall,Single,0,0,0,93.41653,-2.845634,-2.845285,1965.748109,212.257422,1:00:00,5.82082,1.66974,5.74596,-12.82678,19.71706,11.728,2.09702,-0.00423,84.66841,-5.322821,-0.749375,0.410588,104.4229,-0.579101,-21.03395,,,,,24.11855,24.11855,-15.647454,0.119428,-6.85969,11.24973,-1.4405,50,5.5763,6.19979,-135.29314,-7.09442,-12.60997,31.78077,-11.49399,OLE_REB,OLE_PRA,OleMiss,TeamExclusive,Team,20240928-OleMiss-Private-1,e62eab60-7e01-11ef-a769-275f5e1cf003,91.80118,0.48186,,8.74812,,,,,,,d559d892-e72d-449f-9889-a45788ef5a20,2024-09-29 0:00:00,1:26:50,2024-09-28T20:26:49.8856916-05:00,2024-09-29T01:26:49.8856916Z,GroundBall,v3,5322,,,"Reuter, Collin",801469,Right,OLE_REB,77738dcb-18ae-44c0-a72b-0b10ef9f6f83,54.75422,-136.40535,15.89038,5.81754,-6.69217,-5.747,-1.66519,6.6411,-6.30498,67.529829,6.56095,142.8918,-28.184,,,,,,,0.48213,-1.5774,-20.61304,,,,,,,0.08493,-54.98437,-1.65412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,High,,,,
44,2024-10-05,12:20:58,3,2,"Elliott, Hunter",1000066425,Left,OLE_REB,"Loving, Bryant",10160191,Right,ALA_LIO,Undefined,2,Top,1,0,1,ChangeUp,Changeup,StrikeSwinging,Undefined,Undefined,Undefined,0,0,0,77.77087,0.32508,3.928033,2011.140574,104.350336,9:30:00,5.13139,-2.71121,5.90095,-40.09616,6.31587,-18.76399,2.09255,-0.62255,71.08788,-7.096911,0.566315,0.490328,,,,,,,,,,,,10.6991,3.60744,2.40552,50,5.13472,-7.04462,-112.74809,-0.57724,13.73766,20.98042,-27.54209,OLE_REB,ALA_LIO,OleMiss,TeamExclusive,Team,20241005-OleMiss-Private-4,2e9bd3f0-833e-11ef-a9ef-f3d1a67e29af,76.87186,,,6.683,,,,,,,af45c168-1609-45dd-8b48-f2d566c7b7ee,2024-10-05 0:00:00,17:20:58,2024-10-05T12:20:57.9439794-05:00,2024-10-05T17:20:57.9439794Z,,v3,5322,471594,,"Smithwick, Campbell",805802,Right,OLE_REB,5401a7bb-059d-430d-8563-b5c4de652ad9,54.6001,-113.60086,10.49021,5.13543,0.54223,-13.77105,2.7032,-7.603,6.86883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,
171,2024-09-28,19:58:40,6,3,"Robertson, Jon Paul",10071271,Right,OLE_REB,"Federico, Hayden",10095498,Left,OLE_REB,Undefined,6,Top,2,2,0,Fastball,Four-Seam,StrikeCalled,Undefined,Undefined,Undefined,0,0,0,91.75432,-1.802384,-3.66524,2397.057714,211.058905,1:00:00,5.78454,2.40053,6.19918,-18.63977,14.33922,7.98796,2.56341,-0.32198,83.69223,-5.336036,-2.227425,0.413323,,,,,,,,,,,,-5.16536,8.25839,-2.12832,50,5.63918,8.18431,-133.01573,-4.75129,-9.23405,29.11597,-17.41065,OLE_REB,OLE_PRA,OleMiss,TeamExclusive,Team,20240928-OleMiss-Private-1,f6f58c60-7dfd-11ef-a769-275f5e1cf003,91.19359,,,8.06208,,,,,,,d559d892-e72d-449f-9889-a45788ef5a20,2024-09-29 0:00:00,0:58:40,2024-09-28T19:58:39.9269844-05:00,2024-09-29T00:58:39.9269844Z,,v3,5322,,,"Reuter, Collin",801469,Right,OLE_REB,8da1a094-b52d-40ea-b1e1-f571d49fede3,54.3001,-133.95368,14.55799,5.78321,-4.19042,-8.70533,-2.39677,8.48178,-4.61702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,
192,2024-10-04,16:03:11,3,4,"Johnson, Cooper",10110143,Left,OLE_REB,"Surowiec, Ethan",1000098035,Right,OLE_REB,Undefined,6,Bottom,1,2,1,ChangeUp,Changeup,StrikeSwinging,Undefined,Undefined,Undefined,0,0,0,77.61737,-1.660311,3.704982,1696.838466,140.561483,10:45:00,6.30707,-3.04257,6.04955,-32.08848,14.23808,-10.4639,2.09234,-0.47984,71.14389,-7.643596,1.825151,0.489876,,,,,,,,,,,,6.41918,8.26634,2.7593,50,6.16034,-6.90569,-112.49562,-4.16756,8.215,20.66246,-21.59513,OLE_REB,OLE_PRA,OleMiss,TeamExclusive,Team,20241004-OleMiss-Private-3,0fc341c0-8294-11ef-a769-275f5e1cf003,76.94279,,,6.47348,,,,,,,ffaa2003-b49c-4626-a0b7-548634c24fab,2024-10-04 0:00:00,21:03:11,2024-10-04T16:03:10.5497798-05:00,2024-10-04T21:03:10.5497798Z,,v3,5322,,,"Reuter, Collin",801469,Right,OLE_PRA,843816e5-b83a-4059-a400-abf9c3d5bbce,54.44955,-113.30993,10.33123,6.30781,-3.31649,-10.79756,3.03784,-7.22945,4.1075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,
136,2024-10-11,15:53:25,1,2,"Tookoian, Sam",702494,Right,OLE_REB,"Sirmans, Tate",10125172,Right,OLE_REB,Undefined,5,Top,0,0,1,Slider,Slider,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,0,84.36469,-0.880665,-1.72151,2776.944599,93.766188,9:15:00,6.15585,2.03809,5.20457,-38.83219,1.58665,-4.39138,2.09113,0.05256,77.32605,-7.936123,-2.500287,0.457576,78.99895,49.752717,59.176699,5467.243539,,,,,107.26808,,,1.70886,1.40032,-1.87519,50,6.0449,3.86547,-122.37496,-3.32034,2.58171,24.99307,-30.05852,OLE_REB,OLE_PRA,OleMiss,TeamExclusive,Team,20241011-OleMiss-Private-1,dbf6d3f0-8812-11ef-9eb8-c7d0411636b0,82.37413,102.58075,,7.03864,,,,1.27954,2.05291,-0.14057,0c1b26bf-763f-48ee-93f9-c54061d6fad6,2024-10-11 0:00:00,20:53:25,2024-10-11T15:53:25.2524838-05:00,2024-10-11T20:53:25.2524838Z,,v3,5322,,,"Fawley, Austin",1000140327,Right,OLE_REB,e4c3a945-9c25-491c-afda-76f89a558584,55.2964,-123.45192,12.49654,6.16006,-2.02511,-15.02926,-2.03936,3.75423,1.29085,208.903875,1.27954,38.35701,-17.53091,5.53494,-1.42298,0.31342,-0.05563,0.0059,-0.00018,2.05291,88.43547,-21.84835,1.55078,-0.06094,-0.05116,0.02058,-0.00409,0.00044,-0.14057,64.28518,-10.24489,2.10049,-0.33524,0.03064,0.00458,-0.00279,0.00042,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,Low,,,,
140,2024-09-28,19:46:12,3,1,"Stinnett, Brady",10148256,Right,OLE_REB,"Randle, Brayden",1000115334,Left,OLE_REB,Undefined,5,Bottom,0,0,0,Fastball,Four-Seam,InPlay,Undefined,GroundBall,Out,1,1,0,88.09279,-1.872516,-2.121204,2302.263322,202.996288,12:45:00,5.5129,1.85061,6.87316,-20.58202,14.25162,5.56213,2.08937,0.38,80.36115,-5.815777,-1.104673,0.424787,80.89568,-38.257797,7.831798,,,,,4.20158,4.20158,-0.261803,0.028571,-3.58209,8.47339,-1.71769,50,5.3863,4.54027,-127.99996,-4.70547,-5.91106,27.74248,-18.19149,OLE_REB,OLE_PRA,OleMiss,TeamExclusive,Team,20240928-OleMiss-Private-1,392d85d0-7dfc-11ef-a769-275f5e1cf003,88.73265,2.1038,,7.73164,,,,1.55851,2.1038,-0.38274,d559d892-e72d-449f-9889-a45788ef5a20,2024-09-29 0:00:00,0:46:12,2024-09-28T19:46:12.0488916-05:00,2024-09-29T00:46:12.0488916Z,GroundBall,v3,5322,,,"Smithwick, Campbell",805802,Right,OLE_PRA,bc455642-3875-4e51-84bf-bb039aa8e623,53.62672,-128.78361,13.87124,5.51196,-4.19161,-9.09575,-1.84829,4.70724,-2.95553,,1.55754,92.50821,,,,,,,,2.10457,-73.63484,,,,,,,,-0.38287,12.72436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,Estimated,Estimated,,,,
63,2024-10-12,14:36:51,1,1,"Morris, Mason",1000110608,Right,OLE_REB,"Surowiec, Ethan",1000098035,Right,OLE_REB,Undefined,3,Top,0,0,0,Slider,Curveball,StrikeCalled,Undefined,Undefined,Undefined,0,0,0,83.62309,0.004194,-0.950072,2578.899775,18.25334,6:30:00,6.2117,1.5277,5.50632,-49.5266,-8.61355,-3.29622,2.08841,0.36439,76.28526,-9.008994,-1.538963,0.460365,,,,,,,,,,,,1.37161,-3.97087,-1.44245,50,6.17856,2.14911,-121.36229,-1.79747,2.02143,26.38306,-38.0261,OLE_REB,OLE_PRA,OleMiss,TeamExclusive,Team,20241012-OleMiss-Private-2,54706850-88d1-11ef-b396-cff24b165299,81.87513,,,7.33783,,,,,,,d8227ef7-9cdf-4983-8308-957416eb4637,2024-10-12 0:00:00,19:36:51,2024-10-12T14:36:51.2943406-05:00,2024-10-12T19:36:51.2943406Z,,v3,5322,,,"Reuter, Collin",801469,Right,OLE_REB,a51c3359-371d-4163-bd75-fe37ea1ab966,54.99542,-122.44343,13.19153,6.22029,-0.23921,-19.01305,-1.52882,2.06627,1.01072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,
130,2024-10-11,15:47:21,4,3,"Dennis, Gunnar",10157164,Left,OLE_REB,"Chisolm, Connor",10027054,Left,OLE_REB,Undefined,4,Bottom,2,1,1,Slider,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,0,80.39823,-0.193071,2.660882,1616.133043,274.609273,3:15:00,5.81536,-1.88012,5.63884,-42.56321,0.86386,4.92575,2.08812,1.01455,74.40763,-7.959217,3.54022,0.474298,,,,,,,,,,,,-1.80673,0.87941,1.65061,50,5.77163,-5.6169,-116.74922,-1.81854,-2.50784,20.80972,-30.95338,OLE_REB,OLE_PRA,OleMiss,TeamExclusive,Team,20241011-OleMiss-Private-1,02d88d70-8812-11ef-9eb8-c7d0411636b0,79.4699,,,5.9906,,,,,,,0c1b26bf-763f-48ee-93f9-c54061d6fad6,2024-10-11 0:00:00,20:47:21,2024-10-11T15:47:20.8416038-05:00,2024-10-11T20:47:20.8416038Z,,v3,5322,,,"Smithwick, Campbell",805802,Right,OLE_PRA,055becdc-d53e-4f77-b8c4-c9e01d8e3919,54.86282,-117.61279,10.40486,5.82045,-0.53403,-15.47669,1.88155,-5.51283,-1.25392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,
